UMGS_ID	MAG_ID	Phylum	Class	Order	Family	Genus
UMGS1960	SRR5032321_bin.68	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1962	SRR6028640_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1963	DRR042312_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1964	SRR1779132_bin.3	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
UMGS1965	SRR5963146_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
UMGS1966	SRR5032288_bin.19	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1967	SRR5127555_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1968	ERR414319_bin.56	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1969	ERR1305906_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1970	SRR5127550_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1971	SRR5056870_bin.78	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1972	SRR3992959_bin.45	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1973	SRR1927149_bin.27	Spirochaetes	Spirochaetia	NA	NA	NA
UMGS1974	ERR321182_bin.19	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
UMGS1975	SRR2912783_bin.38	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1976	ERR1305899_bin.41	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1977	ERR209381_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1979	ERR525773_bin.8	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1980	SRR6028632_bin.10	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1981	SRR1761711_bin.3	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1982	SRR1761666_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1983	SRR6028450_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1984	ERR414315_bin.43	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1985	ERR1620330_bin.61	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1986	ERR589448_bin.37	Saccharibacteria	NA	NA	NA	NA
UMGS1987	ERR1190619_bin.67	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1988	SRR1761677_bin.46	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1989	ERR1190931_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1990	ERR414356_bin.49	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA
UMGS1991	ERR525855_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1992	SRR1761678_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1993	ERR1018189_bin.24	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1994	SRR1761714_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1995	SRR3108064_bin.38	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1996	ERR1190834_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1999	SRR1761720_bin.2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS2000	ERR414507_bin.6	NA	NA	NA	NA	NA
UMGS2001	ERR209659_bin.11	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS2002	SRR5127743_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2003	SRR5580103_bin.37	Firmicutes	Clostridia	Thermoanaerobacterales	NA	NA
UMGS2004	SRR5558051_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
UMGS2005	SRR6028338_bin.13	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS2006	SRR585753_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2007	ERR209576_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS2008	ERR1190563_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2009	ERR1018213_bin.9	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS2010	ERR209156_bin.11	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS2011	ERR2013565_bin.54	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS2012	ERR525948_bin.7	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS2013	ERR1953522_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2014	ERR911959_bin.31	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS2016	SRR5275432_bin.26	Tenericutes	NA	NA	NA	NA
UMGS2017	SRR5056868_bin.83	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2018	SRR2992899_bin.73	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2019	ERR505098_bin.42	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS2020	ERR525791_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
UMGS2021	ERR1912990_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2022	ERR414450_bin.13	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
UMGS2023	SRR1821190_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2024	SRR5127671_bin.3	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS2025	ERR1190848_bin.16	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS2026	ERR414261_bin.24	Tenericutes	NA	NA	NA	NA
UMGS2027	SRR1761721_bin.40	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS2028	SRR5056789_bin.95	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
UMGS2029	SRR5580012_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2030	ERR1190900_bin.33	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
UMGS2031	ERR1305901_bin.25	Firmicutes	Clostridia	NA	NA	NA
UMGS2032	ERR1293871_bin.27	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
UMGS2033	SRR1761718_bin.37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
UMGS2034	SRR2857970_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS2035	SRR3132415_bin.1	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS2036	ERR1620302_bin.45	Tenericutes	NA	NA	NA	NA
UMGS2037	SRR341620_bin.32	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS2038	ERR1953522_bin.29	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2039	SRR5106470_bin.24	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
UMGS2040	SRR4033067_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
UMGS2041	SRR2155554_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
UMGS2042	SRR341641_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS2043	SRR5127520_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2044	SRR341695_bin.11	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS2045	SRR3992959_bin.64	Verrucomicrobia	Opitutae	Opitutales	NA	NA
UMGS2047	SRR5127473_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2048	SRR1197080_bin.23	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS2049	ERR525948_bin.9	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS2050	ERR525921_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2051	ERR525889_bin.30	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS2052	ERR209882_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2053	SRR2912776_bin.56	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS2054	ERR209407_bin.2	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2055	ERR1190946_bin.89	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2056	SRR1761696_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS2057	ERR505105_bin.35	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
UMGS2058	ERR1578682_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2059	ERR1297781_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2060	ERR209419_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2061	ERR1018312_bin.9	Saccharibacteria	NA	NA	NA	NA
UMGS2062	ERR525938_bin.8	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
UMGS2063	ERR414250_bin.44	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS2064	SRR5127711_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2065	SRR2992944_bin.2	Tenericutes	NA	NA	NA	NA
UMGS2066	SRR5056893_bin.53	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS2067	ERR1297644_bin.3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
UMGS2068	SRR1761699_bin.21	Tenericutes	Mollicutes	NA	NA	NA
UMGS2069	SRR6054488_bin.9	Firmicutes	Clostridia	Thermoanaerobacterales	NA	NA
UMGS2070	ERR209407_bin.10	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS2071	ERR526057_bin.14	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS2072	SRR5275464_bin.6	NA	NA	NA	NA	NA
UMGS2073	SRR5580035_bin.19	Proteobacteria	Alphaproteobacteria	NA	NA	NA
UMGS2074	SRR5279253_bin.12	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS2075	ERR1293624_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS2076	SRR5963139_bin.28	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Franconibacter
UMGS2078	SRR5580110_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS2079	SRR1437701_bin.6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
